Leaves,Order,Family,Subfamily,Genus,Family Definition
NC_028673,Dirkvirales,Dirkviridae,Ilmarëvirinae,Getseptimavirus,Newly defined
NC_016166,Dirkvirales,Dirkviridae,Ilmarëvirinae,Getseptimavirus,Newly defined
NC_041950,Dirkvirales,Dirkviridae,Ilmarëvirinae,Demosthenesvirus,Newly defined
NC_029074,Dirkvirales,Dirkviridae,Mimasvirinae,,Newly defined
NC_031109,Dirkvirales,Dirkviridae,Mimasvirinae,,Newly defined
NC_028668,Dirkvirales,Dirkviridae,Mimasvirinae,,Newly defined
NC_048758,Excaliburvirales,Excaliburviridae,Dionevirinae,,Newly defined
NC_016767,Excaliburvirales,Excaliburviridae,Dionevirinae,,Newly defined
NC_054965,Excaliburvirales,Excaliburviridae,Dionevirinae,Lastavirus,Newly defined
NC_054966,Excaliburvirales,Excaliburviridae,Dionevirinae,Lastavirus,Newly defined
NC_070921,Excaliburvirales,Excaliburviridae,Dionevirinae,,Newly defined
NC_054960,Excaliburvirales,Excaliburviridae,Arielvirinae,Cimandefvirus,Newly defined
NC_054956,Excaliburvirales,Excaliburviridae,Arielvirinae,Cimandefvirus,Newly defined
NC_054958,Excaliburvirales,Excaliburviridae,Arielvirinae,Cimandefvirus,Newly defined
NC_054957,Excaliburvirales,Excaliburviridae,Arielvirinae,Cimandefvirus,Newly defined
NC_054963,Excaliburvirales,Excaliburviridae,Arielvirinae,Gervaisevirus,Newly defined
NC_054959,Excaliburvirales,Excaliburviridae,Arielvirinae,Cimandefvirus,Newly defined
NC_054964,Excaliburvirales,Excaliburviridae,Arielvirinae,,Newly defined
NC_054962,Excaliburvirales,Excaliburviridae,Arielvirinae,Gervaisevirus,Newly defined
NC_027981,Thumleimavirales,Falchionviridae,Gunnlodvirinae,Vhmlvirus,Newly defined
NC_019722,Thumleimavirales,Falchionviridae,Gunnlodvirinae,Vhmlvirus,Newly defined
NC_004456,Thumleimavirales,Falchionviridae,Gunnlodvirinae,,Newly defined
NC_009016,Thumleimavirales,Falchionviridae,Jarnsaxavirinae,,Newly defined
NC_010342,Thumleimavirales,Falchionviridae,Jarnsaxavirinae,,Newly defined
NC_048696,Vilmavirales,Falconetviridae,Franciscovirinae,,Newly defined
NC_048824,Vilmavirales,Falconetviridae,Franciscovirinae,,Newly defined
NC_048734,Vilmavirales,Falconetviridae,Franciscovirinae,,Newly defined
NC_031001,Vilmavirales,Falconetviridae,Phobosvirinae,,Newly defined
NC_047990,Vilmavirales,Falconetviridae,Phobosvirinae,,Newly defined
NC_031252,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_041930,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_049498,Bayonettevirales,Fauchardviridae,Greipvirinae,,Newly defined
NC_041931,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_042014,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_041999,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_041932,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_042015,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_049468,Bayonettevirales,Fauchardviridae,Greipvirinae,Marthavirus,Newly defined
NC_070894,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_070893,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_070897,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_042102,Vilmavirales,Gladiusviridae,Telestovirinae,Emalynvirus,Newly defined
NC_015720,Vilmavirales,Gladiusviridae,Telestovirinae,Emalynvirus,Newly defined
NC_070891,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_070896,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_030941,Vilmavirales,Gladiusviridae,Telestovirinae,Emalynvirus,Newly defined
NC_070895,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_070892,Vilmavirales,Gladiusviridae,Telestovirinae,Ponsvirus,Newly defined
NC_022054,Vilmavirales,Gladiusviridae,Telestovirinae,Mapvirus,Newly defined
NC_021063,Vilmavirales,Gladiusviridae,Telestovirinae,Mapvirus,Newly defined
NC_031234,Vilmavirales,Gladiusviridae,Telestovirinae,Emalynvirus,Newly defined
NC_070829,Vilmavirales,Gladiusviridae,Panvirinae,,Newly defined
NC_070830,Vilmavirales,Gladiusviridae,Panvirinae,,Newly defined
NC_049951,Drexlervirales,Glaiveviridae,Biancavirinae,Lambdavirus,Newly defined
NC_042057,Drexlervirales,Glaiveviridae,Biancavirinae,Lambdavirus,Newly defined
NC_019711,Drexlervirales,Glaiveviridae,Biancavirinae,,Newly defined
NC_049954,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_049955,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_049947,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_049949,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_049948,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_049952,Drexlervirales,Glaiveviridae,Biancavirinae,,Newly defined
NC_001416,Drexlervirales,Glaiveviridae,Biancavirinae,Lambdavirus,Newly defined
NC_019723,Drexlervirales,Glaiveviridae,Biancavirinae,Lambdavirus,Newly defined
NC_049953,Drexlervirales,Glaiveviridae,Biancavirinae,Jouyvirus,Newly defined
NC_048642,Thumleimavirales,Glockviridae,Belivirinae,Colneyvirus_1,Newly defined
NC_019421,Thumleimavirales,Glockviridae,Belivirinae,Colneyvirus_2,Newly defined
NC_011398,Thumleimavirales,Glockviridae,Belivirinae,,Newly defined
NC_028996,Thumleimavirales,Glockviridae,Belivirinae,,Newly defined
NC_024144,Thumleimavirales,Glockviridae,Belivirinae,,Newly defined
NC_028883,Thumleimavirales,Glockviridae,Belivirinae,Yongloolinvirus,Newly defined
NC_028959,Thumleimavirales,Glockviridae,Belivirinae,Yongloolinvirus,Newly defined
NC_009231,Thumleimavirales,Glockviridae,Belivirinae,Yongloolinvirus,Newly defined
NC_048643,Thumleimavirales,Glockviridae,Belivirinae,Colneyvirus_1,Newly defined
NC_028764,Thumleimavirales,Glockviridae,Belivirinae,Colneyvirus_2,Newly defined
NC_049473,Vilmavirales,Gramrviridae,Aoedevirinae,Galaxyvirus,Newly defined
NC_042002,Vilmavirales,Gramrviridae,Aoedevirinae,Galaxyvirus,Newly defined
NC_041876,Vilmavirales,Gramrviridae,Aoedevirinae,Galaxyvirus,Newly defined
NC_048100,Vilmavirales,Gramrviridae,Aoedevirinae,Coralvirus,Newly defined
NC_048098,Vilmavirales,Gramrviridae,Aoedevirinae,Galaxyvirus,Newly defined
NC_048099,Vilmavirales,Gramrviridae,Aoedevirinae,Coralvirus,Newly defined
NC_070771,Vilmavirales,Grenadeviridae,Callirrhoevirinae,Sargevirus,Newly defined
NC_070769,Vilmavirales,Grenadeviridae,Callirrhoevirinae,Kumottavirus,Newly defined
NC_070768,Vilmavirales,Grenadeviridae,Callirrhoevirinae,Kumottavirus,Newly defined
NC_070770,Vilmavirales,Grenadeviridae,Callirrhoevirinae,Sargevirus,Newly defined
NC_070837,Vilmavirales,Grenadeviridae,Styxvirinae,,Newly defined
NC_070833,Vilmavirales,Grenadeviridae,Styxvirinae,Richievirus,Newly defined
NC_070836,Vilmavirales,Grenadeviridae,Styxvirinae,Richievirus,Newly defined
NC_070831,Vilmavirales,Grenadeviridae,Styxvirinae,Richievirus,Newly defined
NC_070835,Vilmavirales,Grenadeviridae,Styxvirinae,Richievirus,Newly defined
NC_070832,Vilmavirales,Grenadeviridae,Styxvirinae,Richievirus,Newly defined
NC_070834,Vilmavirales,Grenadeviridae,Styxvirinae,,Newly defined
NC_049423,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049347,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_017698,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_5,Newly defined
NC_017702,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_5,Newly defined
NC_049487,Vilmavirales,Atlatlviridae,Stephanovirinae,,Newly defined
NC_049417,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049353,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049420,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049346,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049418,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049366,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049361,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049373,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049368,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049359,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049364,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049367,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049447,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_021853,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049414,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049399,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049357,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_021852,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049374,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049376,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049381,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049416,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049421,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049422,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049419,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049413,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_028900,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049397,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_011046,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049425,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049426,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049434,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_017695,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_017688,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049375,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_021855,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_001835,Vilmavirales,Atlatlviridae,Stephanovirinae,,Newly defined
NC_001909,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049405,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_4,Newly defined
NC_049401,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_4,Newly defined
NC_049402,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_4,Newly defined
NC_017696,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_5,Newly defined
NC_049354,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049403,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049484,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049362,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049400,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049404,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049348,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049349,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049415,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049480,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_013153,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049446,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049360,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049481,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049486,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049352,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049410,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049408,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049406,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049351,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049485,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_008370,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_3,Newly defined
NC_049407,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_3,Newly defined
NC_049412,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_3,Newly defined
NC_021860,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_3,Newly defined
NC_049409,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049365,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049476,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049482,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_013155,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_013152,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049424,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049356,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049369,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049358,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049377,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049370,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049398,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049411,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049474,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_049488,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049475,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049355,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049363,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_1,Newly defined
NC_021854,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_008363,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049483,Vilmavirales,Atlatlviridae,Stephanovirinae,Skunavirus_2,Newly defined
NC_049929,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_048038,Vilmavirales,Howitzerviridae,Paaliaqvirinae,,Newly defined
NC_042118,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Kojivirus,Newly defined
NC_042117,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Kojivirus,Newly defined
NC_042119,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Kojivirus,Newly defined
NC_042110,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_048144,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_042111,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_049927,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_049928,Vilmavirales,Howitzerviridae,Paaliaqvirinae,Ilzatvirus,Newly defined
NC_028692,Jambiyavirales,Jambiyaviridae,Tritonvirinae,,Newly defined
NC_070767,Jambiyavirales,Jambiyaviridae,Tritonvirinae,Adaiavirus,Newly defined
NC_070766,Jambiyavirales,Jambiyaviridae,Tritonvirinae,Adaiavirus,Newly defined
NC_030912,Jambiyavirales,Jambiyaviridae,Titaniavirinae,,Newly defined
NC_070995,Jambiyavirales,Jambiyaviridae,Titaniavirinae,Emperorvirus,Newly defined
NC_070996,Jambiyavirales,Jambiyaviridae,Titaniavirinae,,Newly defined
NC_070997,Jambiyavirales,Jambiyaviridae,Titaniavirinae,Emperorvirus,Newly defined
NC_070994,Jambiyavirales,Jambiyaviridae,Rheavirinae,Coeurvirus,Newly defined
NC_030907,Jambiyavirales,Jambiyaviridae,Rheavirinae,Coeurvirus,Newly defined
NC_030935,Jambiyavirales,Jambiyaviridae,Rheavirinae,,Newly defined
NC_041861,Demerecvirales,Javelinviridae,Weywotvirinae,Saphexavirus_1,Newly defined
NC_041960,Demerecvirales,Javelinviridae,Weywotvirinae,,Newly defined
NC_041959,Demerecvirales,Javelinviridae,Weywotvirinae,Saphexavirus_2,Newly defined
NC_021868,Demerecvirales,Javelinviridae,Weywotvirinae,Saphexavirus_2,Newly defined
NC_018086,Demerecvirales,Javelinviridae,Weywotvirinae,Saphexavirus_1,Newly defined
NC_027383,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_013600,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,,Newly defined
NC_024783,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_019724,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_019419,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_012223,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_016566,Drexlervirales,Kamikazeviridae,Siarnaqvirinae,Dhillonvirus,Newly defined
NC_018085,Bardichvirales,Katanaviridae,Thrymrvirinae,,Newly defined
NC_019502,Bardichvirales,Katanaviridae,Thrymrvirinae,,Newly defined
NC_023599,Bardichvirales,Katanaviridae,Thrymrvirinae,,Newly defined
NC_047906,Vilmavirales,Kukriviridae,Ledavirinae,,Newly defined
NC_047904,Vilmavirales,Kukriviridae,Ledavirinae,,Newly defined
NC_014229,Vilmavirales,Kukriviridae,Ferdinandvirinae,,Newly defined
NC_070828,Vilmavirales,Kukriviridae,Ferdinandvirinae,,Newly defined
NC_048737,Bardichvirales,Kusanagiviridae,Daphnisvirinae,,Newly defined
NC_011104,Bardichvirales,Kusanagiviridae,Daphnisvirinae,,Newly defined
NC_007501,Bardichvirales,Kusanagiviridae,Bestlavirinae,,Newly defined
NC_048625,Bardichvirales,Kusanagiviridae,Bestlavirinae,,Newly defined
NC_007804,Labrysvirales,Labrysviridae,Iapetusvirinae,,Newly defined
NC_016761,Labrysvirales,Labrysviridae,Iapetusvirinae,Uetakevirus,Newly defined
NC_004775,Labrysvirales,Labrysviridae,Iapetusvirinae,Uetakevirus,Newly defined
NC_048801,Labrysvirales,Laevateinnviridae,Umbrielvirinae,Burrovirus,Newly defined
NC_048860,Labrysvirales,Laevateinnviridae,Umbrielvirinae,Burrovirus,Newly defined
NC_048733,Labrysvirales,Laevateinnviridae,Umbrielvirinae,,Newly defined
NC_042354,Vilmavirales,Macheteviridae,Ymirvirinae,Ikedavirus,Newly defined
NC_009799,Vilmavirales,Macheteviridae,Ymirvirinae,,Newly defined
NC_042355,Vilmavirales,Macheteviridae,Ymirvirinae,Ikedavirus,Newly defined
NC_042089,Vilmavirales,Macheteviridae,Calypsovirinae,,Newly defined
NC_047991,Vilmavirales,Macheteviridae,Calypsovirinae,,Newly defined
NC_042088,Vilmavirales,Macheteviridae,Calypsovirinae,,Newly defined
NC_004348,Drexlervirales,Mangonelviridae,Rosalindvirinae,,Newly defined
NC_042346,Drexlervirales,Mangonelviridae,Rosalindvirinae,,Newly defined
NC_011802,Drexlervirales,Mangonelviridae,Rosalindvirinae,,Newly defined
NC_002371,Drexlervirales,Mangonelviridae,Rosalindvirinae,,Newly defined
NC_055031,Demerecvirales,Matchlockviridae,Larissavirinae,Halcyonevirus,Newly defined
NC_055028,Demerecvirales,Matchlockviridae,Larissavirinae,Halcyonevirus,Newly defined
NC_028930,Demerecvirales,Matchlockviridae,Larissavirinae,,Newly defined
NC_055030,Demerecvirales,Matchlockviridae,Larissavirinae,Halcyonevirus,Newly defined
NC_055029,Demerecvirales,Matchlockviridae,Larissavirinae,Halcyonevirus,Newly defined
NC_011039,Vilmavirales,Mjï¿½lnirviridae,Mabvirinae,,Newly defined
NC_011292,Vilmavirales,Mjï¿½lnirviridae,Mabvirinae,,Newly defined
NC_048743,Vilmavirales,Mjï¿½lnirviridae,Perditavirinae,,Newly defined
NC_004689,Vilmavirales,Mjï¿½lnirviridae,Perditavirinae,,Newly defined
NC_055036,Bardichvirales,Bardicheviridae,Narvivirinae,,Newly defined
NC_018284,Bardichvirales,Bardicheviridae,Narvivirinae,,Newly defined
NC_031241,Bardichvirales,Bardicheviridae,Narvivirinae,Rockefellervirus,Newly defined
NC_008723,Bardichvirales,Bardicheviridae,Narvivirinae,Rockefellervirus,Newly defined
NC_008722,Bardichvirales,Bardicheviridae,Narvivirinae,Rockefellervirus,Newly defined
